Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2008-10-20 20:21:44,Depression,35-44,Female, less than 1 month,5,5,5,"I have been taking Pristiq a week now after taking Wellbutrin (actually generic brand past few years) SR 150 mg 2x/day and I have to say that this is the best antidepressant that I've ever taken...I also tried Lexapro for a while and had no affect....no side affects on Pristiq...so far....very pleased!  As everyone knows though, every medication works different on different people....you have 
					...
					",2008,10,1.224534104e+18
2008-10-21 07:05:28,Major Depressive Disorder,,,,5,1,1,"Switched to Pristiq from Cymbalta.  Having tightness in the chest, pressure in my head and ears, heavy eyelids, worsening depression, severe anxiety, panic.   However, everyone is different.  I used to take Celexa (loved it), but switched to Cymbalta then Pristiq for MDD and Fibromyalgia.  Remember to not only talk to your doctor about this med, but research it! Read the reviews!  Be prepared.  As
					...
					",2008,10,1.224572728e+18
2008-10-21 21:27:50,Major Depressive Disorder,,,,5,1,1,"Due to terrible side effects, stopped Pristiq cold-turkey.  DO NOT STOP THIS MEDICATION ABRUPTLY!  I am having severe paranoia, sobbing, nausea, insomnia, hellish nightmares, worst anxiety ever, feel like my head is going to explode from pressure.  My psychiatrist said this is normal when stopping abruptly, withdrawal peaking at 3 days.  I nearly ended up at the ER.  You MUST taper off slowly when
					...
					",2008,10,1.22462447e+18
2008-10-22 00:42:43,Major Depressive Disorder,35-44,Female, 1 to 6 months,5,2,3,"Still new - after 29 years of upgrading and upgrading to the 'latest and greatest' anti-depressants (as well as switching when they don't 'take' or when they, as they all seem to, lose their effectiveness) - I was excited about this as the only other SNRI was Effexor.  It pooped out on me after MANY MANY great years but this one seems so 'light' - no brutal side effects
					...
					",2008,10,1.224636163e+18
2008-10-22 14:16:39,Extreme Apprehension or Fear of Social Interaction,35-44,Male, less than 1 month,4,3,2,"Does anyone know about the changes that take place when taking this medication?  I was doing great for the first 2 weeks then experienced major episodes of crying and anxiety.  Is this normal?  Do the crying and anxiety episodes go away or do they continue?

any information on the effects over the period of time taking this would be greatly appreciated",2008,10,1.224684999e+18
2008-10-22 18:13:20,Depression,45-54,Female, 1 to 6 months,5,4,3,"I'm taking Pristiq with Lexapro and have been feeling so much better.  No crying non-stop, less anxiety, beter moods.  The only thing I'm having a hard time with is sleeping.  I've gone from falling asleep in seconds to taking 30 to 60 mins.  I am tired!  My previous bed time was around 10:30 but now it's usually close to midnight.  If it keeps up I may have to change again.",2008,10,1.2246992e+18
2008-10-22 20:41:09,Depression,35-44,Female, 1 to 6 months,5,4,4,"I started taking Pristiq one month ago. I had been on Wellbutrin and Lexapro for years and felt they were no longer working. I am feeling pretty good now, except I am having terrible pain in my back near my rib cage. Is anyone else experiencing this side effect? ",2008,10,1.224708069e+18
2008-10-23 10:19:30,Other,35-44,Female, 1 to 6 months,5,4,5,"MY SITUATION WAS A LITTLE MIX OF DEPRESSION AND ANXIETY.  I STARTED WITH LEXAPRO AND AFTER USING IT FOR 8 WEEKS, I NOTICED NO CHANGE IN MY SITUATION.   AFTER MY DOCTOR PRESCRIBED PRISTIQ, I ALMOST IMMEDIATELY FELT A SENSE OF RELIEF AND UNDER CONTROL OF THINGS.   FOR THE FIRST TIME IN QUITE SOME TIME, I FEEL IN CONTROL OF MY LIFE AND AM ABLE TO DEAL WITH DEVASTATING SITUATIONS WITH MUCH MORE EASE. 
					...
					",2008,10,1.22475717e+18
2008-10-24 03:12:11,Panic Disorder,35-44,Male, less than 1 month,4,2,1,Had no issues with blood pressure before starting Pristiq but it shot up to dangerous levels after being on 50mg/day for just over 3 weeks.  Sleeplesness (typing this after 3am) is more prevalent than ever. ,2008,10,1.224817931e+18
2008-10-24 15:00:01,Depression,19-24,Female, less than 1 month,5,1,1,"Granted I am only on day 2, I have been having terrible side effects.  I take it in the morning, and starting about an hour after taking it for the next 4 or so hours I cannot stop vomiting.  I'm dizzy all day and tired, of course until I lay down and try to sleep.  The worst part is the hallucination.  I have never had a problem with that or self mutilation prior to taking the medication, but
					...
					",2008,10,1.224860401e+18
2008-10-26 17:05:16,Depression,45-54,Female, 1 to 6 months,5,5,4,NO headaches or sleeplessness.  Although I am taking with 300 mg of Wellbutrin - taking 50 mg - have noticed weight gain..can't seem to loose.,2008,10,1.225040716e+18
2008-10-27 14:33:59,Depression,35-44,Female, 1 to 6 months,1,1,1,"Sorry guys, but this did not work for me.  :(

I've been on Pristiq for five weeks.  For the first time since I was diagnosed with depression 13 years ago, I felt suicidal.

I don't like Lexapro for the weight gain but I'm switching back to that.  I'd rather have weight gain and be ALIVE.  Lexapro worked great for my depression..",2008,10,1.225118039e+18
2008-10-27 14:41:55,Repeated Episodes of Anxiety,25-34,Female, less than 1 month,5,1,1,"I had exteme side effects with this drug. I only took it for two days and my muscles started twitching. Wasn't able to take long enough to know if would help the anxiety. Make sure to read all the side effects before taking this drug, just in case your body does not agree to the drug.",2008,10,1.225118515e+18
2008-10-27 23:54:43,Depression,45-54,Female, 1 to 6 months,5,3,2,"I switched from Paxil due to weight gain.  I hae been on Pristiq for 6 weeks.  No weight gain worries...I have stomach cramps and diarrhea soon after taking it.  I'm a little more hostile I think, but more active than on Paxil.  I am not yet sure if I will stay on it.",2008,10,1.225151683e+18
2008-10-28 06:33:51,Depression,45-54,Female, 1 to 6 months,2,2,2,"I was previously on Effexor for several years. Had huge weight gain (90 lbs. to 135 lbs.!!) and slept a lot. Switched a few months ago to Pristiq upon advice of doctor. My latest side effect is joint pain and exhaustion. I plan to wean off this medication, too.",2008,10,1.225175631e+18
2008-10-28 14:16:56,Depression,25-34,Female, less than 1 month,2,2,2,"it made me feel sick i can hardly eat and i don""t like how it make me feel sleeply all the time i do not like it.",2008,10,1.225203416e+18
2008-10-28 15:26:50,Panic Disorder,35-44,Male, less than 1 month,4,3,3,"I just started my third week on This drug. I was on Effexor XR for three years prior. could not afford iot any longer and was not all that happy with it. Anyway The first few days on Pristic were electric..I felt great awake and reborn. I continued to feel much better until today... I had a major Panic attack and have to see the Dr. tomorrow. since the attack earlier today.....I feel very scared a
					...
					",2008,10,1.22520761e+18
2008-10-29 09:26:07,Depression,35-44,Female,,2,2,2,MAJOR WEIGHT GAIN!!!!,2008,10,1.225272367e+18
2008-10-30 00:22:15,"""Change of Life"" Signs",55-64,Female, 1 to 6 months,5,5,5,I took Pristiq for severe Hot Flashes for 3 months while in a study.  I went from 30 + hot flashes and 4-5 episodes night sweats to 2-3 mild flashes a day.  Much inproved. This stuff works. ,2008,10,1.225326135e+18
2008-10-31 04:26:56,Repeated Episodes of Anxiety,,,,5,5,5,when I forget to take it my neck tingles when I walk.But I also have a neck injury so it helps my nerves in my neck,2008,10,1.225427216e+18
2008-10-31 22:28:54,Other,35-44,Female,6 months to less than 1 year,3,2,2,"My gyn prescribed this medicine for hot flashes because I was unable to take Estrogen due to side effects.  I was also having mood swings and sleeping difficulty due to the hot flashes.  Pristique definitely helped with the hot flashes, they reduced greatly, however I had major weight gain, and struggled with severe fatigue.  I then became depressed because of the weight gain.  I decided to go off
					...
					",2008,10,1.225492134e+18
2008-11-01 00:38:38,Depression,45-54,Female, less than 1 month,5,2,2,"I started my prescription two weeks ago and stuck with it despite the negative side effects I experienced the first two days - nausea and headaches. Those symptoms subsided after two days, and for the next two days I felt pretty good. However, this past week I've felt very tired, come home from work early and sleep for several hours. I wake up to take my dosage and then fall back to sleep for 
					...
					",2008,11,1.225499918e+18
2008-11-01 06:47:25,Major Depressive Disorder,25-34,Female, 1 to 6 months,5,5,5,"I had tried Effexor,Wellbutrin,and Zoloft for almost 2 years,and non of them were able to help me. My Doctor put me on Pristiq and it was like a dark cloud had been taken away. ",2008,11,1.225522045e+18
2008-11-02 13:59:55,Depression,55-64,Female, 1 to 6 months,3,3,3,"After five weeks of using Pristiq, I still have occasional nausea, not much energy and a not-quite-right feeling in general.  I'd like to wean off but am not sure of the right technique.  I did stop abruptly a few days ago and was an absolute mess by the second day.

Those of you who have gotten off Pristiq - what is the best way to go about it?  Many thanks.",2008,11,1.225634395e+18
2008-11-03 22:01:26,Depression,19-24,Male, less than 1 month,5,1,1,"The reason I was taking this medication was for depression. I took a look at the side effects on web.md and reviews and decided to give it a try with my hopes high. On Days 1-3 I experianced insomnia, loss of appetite, and extreame dizzy spells. Day 4 ( thankfully a day off of work) I thought i was going to have a panic attack, my heart was racing, I was afraid to leave the house, and even feared 
					...
					",2008,11,1.225749686e+18
